,Unnamed: 0,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,MiscVal,MoSold,YrSold,bathrm_cnt,patioSF,Prop_Addr,Full_Adr,gcode,lat,long,dist,zip,tract,income,FinBsmtSF,TotalSF
1842,1842,527450220,1218,113700,160,RM,21.0,2058,Pave,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,672.0,672.0,672,546,4,Ex,7,0,264.0,0,12,2007,1.5,28,1329 TRUMAN PL,"1329 TRUMAN PL, Ames, IA","Truman Place, Briardale Square, Ames, Story County, Iowa, 50010, United States",42.052547,-93.628226,3.2471878924067066,50010.0,19169000300.0,60500.0,0.0,1890.0
1843,1843,909425085,2161,263400,50,RL,70.0,12392,Pave,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,397.0,832.0,1218,943,3,Gd,8,2,506.0,0,4,2008,3.5,96,925 GASKILL DR,"925 GASKILL DR, Ames, IA","925, Gaskill Drive, Iowa State Center, Ames, Story County, Iowa, 50014, United States",42.01453205986839,-93.64296237561663,1.384647281821444,50014.0,19169001100.0,20878.0,435.0,2993.0
1844,1844,910200060,1285,145400,50,RM,50.0,7000,Pave,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,487.0,861.0,861,424,3,TA,6,0,506.0,0,5,2006,1.5,228,113 S RUSSELL AVE,"113 S RUSSELL AVE, Ames, IA","113, South Russell Avenue, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.02261581632653,-93.62844291836734,1.559644059115641,50010.0,,,374.0,2146.0
1845,1845,527380240,2340,306000,60,RL,,14311,Pave,NWAmes,Norm,Norm,1Fam,2Story,8,5,1996,1996,213.0,1236.0,1236,1104,4,Gd,9,1,787.0,0,6,2008,3.5,590,1501 REAGAN DR,"1501 REAGAN DR, Ames, IA","1501, Reagan Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.051158,-93.630396,3.028316843067296,50010.0,19169000300.0,60500.0,1023.0,3576.0
1846,1846,528186030,1518,274000,120,RL,62.0,12677,Pave,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,300.0,1518.0,1518,0,1,Ex,6,1,588.0,0,4,2008,1.5,325,3126 BURNHAM DR,"3126 BURNHAM DR, Ames, IA","3126, Burnham Drive, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.057006534557765,-93.65391811019867,3.426233207839494,50010.0,19169000100.0,82985.0,1218.0,3036.0
1847,1847,528106070,1652,325000,20,RL,108.0,13173,Pave,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,80.0,1652.0,1652,0,2,Ex,6,2,840.0,0,11,2009,3.0,506,3209 WESTON DR,"3209 WESTON DR, Ames, IA","3209, Weston Drive, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.061292785815,-93.65824811604398,3.968237040619408,50010.0,19169000100.0,82985.0,1572.0,3304.0
1848,1848,527163040,1571,178000,60,RL,59.0,7837,Pave,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,799.0,799.0,799,772,3,TA,7,1,380.0,0,5,2009,2.5,40,3821 BROOKDALE AVE,"3821 BROOKDALE AVE, Ames, IA","3821, Brookdale Avenue, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.05836682044044,-93.63698959279156,3.608841338967151,50010.0,19169000100.0,82985.0,0.0,2370.0
1849,1849,534127140,1082,162500,85,RL,,8723,Pave,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,0.0,973.0,1082,0,3,TA,6,0,480.0,0,1,2007,2.0,160,2644 CLEVELAND DR,"2644 CLEVELAND DR, Ames, IA","2644, Cleveland Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.04857355,-93.6334836668575,2.660018666400423,50010.0,,,973.0,2055.0
1850,1850,535376010,882,103200,45,RL,55.0,5500,Pave,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,882.0,882.0,882,0,1,TA,4,0,0.0,0,4,2007,1.0,0,218 16TH ST,"218 16TH ST, Ames, IA","218, 16th Street, Ames, Story County, Iowa, 50010, United States",42.03821362760548,-93.61273429080856,3.069561459053849,50010.0,19169000200.0,52375.0,0.0,1764.0
1851,1851,527359070,1964,205000,60,RL,80.0,10480,Pave,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,400.0,803.0,1098,866,4,TA,8,1,483.0,0,9,2008,2.5,69,2850 MONROE DR,"2850 MONROE DR, Ames, IA","2850, Monroe Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.049406846432746,-93.63586209872628,2.6741999240471213,50010.0,19169000300.0,60500.0,403.0,2767.0
1852,1852,902134060,1376,96900,70,RM,42.0,7614,Pave,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,738.0,738.0,714,662,2,TA,7,0,216.0,0,3,2006,1.0,329,909 KELLOGG AVE,"909 KELLOGG AVE, Ames, IA","909, Kellogg Avenue, Downtown, Ames, Story County, Iowa, 50010, United States",42.030370530612245,-93.61394577551022,2.7205304469974774,50010.0,19169000900.0,37028.0,0.0,2114.0
1853,1853,527404150,858,110000,20,RL,,7340,Pave,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,536.0,858.0,858,0,2,TA,4,0,684.0,0,6,2007,1.0,0,3214 NIXON AVE,"3214 NIXON AVE, Ames, IA","3214, Nixon Avenue, Glenview Heights, Ames, Story County, Iowa, 50010, United States",42.05358836993309,-93.62802456691792,3.357699323689931,50010.0,19169000300.0,60500.0,322.0,1716.0
1854,1854,534475100,1063,128000,20,RL,80.0,9920,Pave,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,412.0,1056.0,1063,0,3,TA,6,0,280.0,0,2,2010,2.0,164,1411 CURTISS AVE,"1411 CURTISS AVE, Ames, IA","1411, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",42.03597620805369,-93.62478976510069,2.069271660498456,50010.0,19169000400.0,61991.0,644.0,2119.0
1855,1855,528363110,2113,350000,20,RL,91.0,10437,Pave,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,413.0,2109.0,2113,0,2,Gd,7,1,839.0,0,8,2008,3.5,282,3118 ASPEN RD,"3118 ASPEN RD, Ames, IA","3118, Aspen Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.05119337267341,-93.6552020466378,2.817639955808517,50014.0,19169000100.0,82985.0,1696.0,4222.0
1856,1856,916460020,1491,178000,20,RL,,7777,Pave,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,1491.0,1491.0,1491,0,3,TA,7,1,571.0,0,11,2007,2.0,35,2810 WHITE OAK DR,"2810 WHITE OAK DR, Ames, IA","2810, White Oak Drive, Suncrest, Ames, Story County, Iowa, 50014, United States",41.99718783796052,-93.64660657093047,3.2826446773611195,50014.0,19169001302.0,59234.0,0.0,2982.0
1857,1857,528142140,2332,316000,60,RL,85.0,10574,Pave,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,292.0,1148.0,1170,1162,4,Ex,9,1,756.0,0,7,2008,3.5,366,3113 HARRISON RD,"3113 HARRISON RD, Ames, IA","Harrison Road, Northridge Heights, Ames, Story County, Iowa, 50010-4017, United States",42.0596633,-93.6530882,3.706670224513272,50010.0,,,856.0,3480.0
1858,1858,906392070,1232,194500,20,RL,64.0,7314,Pave,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,508.0,1232.0,1232,0,2,Gd,6,0,632.0,0,2,2009,3.0,132,5322 DURANT ST,"5322 DURANT ST, Ames, IA","5322, Durant Street, Sunset Ridge, Ames, Story County, Iowa, 50014, United States",42.02446040686693,-93.69111274821262,3.694609048187188,50014.0,19169000600.0,60833.0,724.0,2464.0
1859,1859,907412070,1436,210000,20,RL,65.0,8450,Pave,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,490.0,1436.0,1436,0,3,Gd,8,0,484.0,0,4,2008,3.0,237,4817 WALLER ST,"4817 WALLER ST, Ames, IA","4817, Waller Street, Longview, Ames, Story County, Iowa, 50014, United States",42.01414915151516,-93.68637035353537,3.578186643075365,50014.0,19169001301.0,33311.0,946.0,2872.0
1860,1860,903201080,1548,205000,50,RL,55.0,7264,Pave,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,952.0,952.0,952,596,3,Ex,5,0,672.0,0,10,2009,2.5,218,1111 ORCHARD DR,"1111 ORCHARD DR, Ames, IA","1111, Orchard Drive, Ridgewood, Ames, Story County, Iowa, 50010, United States",42.03282178409427,-93.6285114366866,1.6347961951209566,50010.0,19169000900.0,37028.0,0.0,2500.0
1861,1861,534401120,1200,163500,20,RL,80.0,8800,Pave,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,520.0,1174.0,1200,0,3,TA,6,1,440.0,0,10,2007,2.5,0,1311 COOLIDGE DR,"1311 COOLIDGE DR, Ames, IA","Coolidge Drive, Bel-Air, Ames, Story County, Iowa, 50010, United States",42.0392109,-93.6294784,1.9784128490860269,50010.0,19169000400.0,61991.0,654.0,2374.0
1862,1862,902207140,720,105900,30,RM,60.0,8520,Pave,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,624.0,624.0,720,0,2,TA,5,0,484.0,0,5,2010,1.0,106,925 MAXWELL AVE,"925 MAXWELL AVE, Ames, IA","925, Maxwell Avenue, Edgewood Terrace, Ames, Story County, Iowa, 50010, United States",42.0304250439126,-93.60682743689593,3.3039399094747925,50010.0,19169000900.0,37028.0,0.0,1344.0
1863,1863,908127040,960,94750,20,RL,73.0,10921,Pave,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,440.0,960.0,960,0,3,TA,6,0,432.0,0,5,2007,2.0,120,205 DOTSON DR,"205 DOTSON DR, Ames, IA","205, Dotson Drive, South Forks, Ames, Story County, Iowa, 50014, United States",42.02108226530612,-93.67148963265306,2.1573394982521807,50014.0,19169001301.0,33311.0,520.0,1920.0
1864,1864,531376070,1162,170000,20,RL,81.0,9260,Pave,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,1162.0,1162.0,1162,0,3,Gd,6,0,483.0,0,3,2008,2.0,32,1520 CALIFORNIA AVE,"1520 CALIFORNIA AVE, Ames, IA","1520, California Avenue, Brookview Place, Ames, Story County, Iowa, 50014, United States",42.03752419559994,-93.69115714938066,3.8809657897819614,50014.0,19169000600.0,60833.0,0.0,2324.0
1865,1865,527301170,2093,215000,60,RL,46.0,20544,Pave,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,791.0,791.0,1236,857,3,TA,7,1,542.0,0,11,2008,2.5,427,2322 BUCHANAN DR,"2322 BUCHANAN DR, Ames, IA","2322, Buchanan Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.05484837117483,-93.6394146812147,3.185176330931508,50010.0,19169000300.0,60500.0,0.0,2884.0
1866,1866,528240130,1733,185088,60,RL,63.0,8577,Pave,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,847.0,847.0,847,886,3,Gd,7,1,433.0,0,4,2010,2.5,192,4002 BRICKMAN AVE,"4002 BRICKMAN AVE, Ames, IA","4002, Brickman Avenue, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06117450489474,-93.6424864254284,3.8488986082245606,50010.0,19169000100.0,82985.0,0.0,2580.0
1867,1867,528275070,2256,236000,60,RL,,8795,Pave,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,652.0,952.0,980,1276,4,Gd,8,1,554.0,0,4,2009,2.5,278,3813 WESTLAWN DR,"3813 WESTLAWN DR, Ames, IA","3813, Westlawn Drive, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.058646144375054,-93.64266487492704,3.5674583487213627,50010.0,19169000100.0,82985.0,300.0,3208.0
1868,1868,904302010,1282,108500,190,RL,59.0,4484,Pave,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,187.0,672.0,778,504,2,TA,4,0,240.0,0,7,2007,2.0,88,2822 OAKLAND ST 2824,"2822 OAKLAND ST 2824, Ames, IA","2822, Oakland Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.0279345,-93.6568203,0.8636935374893756,50014.0,19169000700.0,21333.0,485.0,1954.0
1869,1869,902306120,1540,129400,70,RM,60.0,6000,Pave,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,572.0,572.0,884,656,3,Gd,7,0,0.0,0,2,2008,1.5,317,621 CLARK AVE,"621 CLARK AVE, Ames, IA","621, Clark Avenue, Ames, Story County, Iowa, 50010, United States",42.027146562973286,-93.61704264478568,2.4344175861080672,50010.0,19169000900.0,37028.0,0.0,2112.0
1870,1870,534251030,1320,172500,85,RL,,16500,Pave,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,270.0,1232.0,1320,0,3,TA,5,1,495.0,0,5,2009,2.5,20,2233 MCKINLEY CT,"2233 MCKINLEY CT, Ames, IA","2233, McKinley Court, Allenview, Ames, Story County, Iowa, 50010, United States",42.043927753531165,-93.62759043272207,2.4723326318650125,50010.0,19169000400.0,61991.0,962.0,2552.0
1871,1871,902406020,984,110000,20,RM,65.0,9750,Pave,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,784.0,984.0,984,0,2,Fa,5,0,308.0,0,6,2008,2.0,0,321 E 6TH ST,"321 E 6TH ST, Ames, IA","321, East 6th Street, Ames, Story County, Iowa, 50010, United States",42.02712546980143,-93.605942312012,3.351409286900554,50010.0,19169000900.0,37028.0,200.0,1968.0
1872,1872,906392080,1270,175900,20,RL,64.0,7242,Pave,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,1270.0,1270.0,1270,0,2,Gd,6,0,524.0,0,7,2007,2.0,96,5318 DURANT ST,"5318 DURANT ST, Ames, IA","5318, Durant Street, Sunset Ridge, Ames, Story County, Iowa, 50014, United States",42.024458,-93.6912155026214,3.703098111390236,50014.0,19169000600.0,60833.0,0.0,2540.0
1873,1873,534175080,1680,213250,20,RL,78.0,10140,Pave,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,379.0,1650.0,1680,0,3,Gd,7,1,583.0,0,6,2009,3.0,151,2219 HAYES AVE,"2219 HAYES AVE, Ames, IA","2219, Hayes Avenue, Allenview, Ames, Story County, Iowa, 50010, United States",42.04365403142575,-93.63268689392063,2.2041917755709464,50010.0,19169000400.0,61991.0,1271.0,3330.0
1874,1874,533242080,1358,204000,20,FV,73.0,7321,Pave,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,1339.0,1339.0,1358,0,3,Gd,5,0,625.0,0,12,2007,2.0,350,2317 CAMDEN DR,"2317 CAMDEN DR, Ames, IA","2317, Camden Drive, Schilletter-University Village, Ames, Story County, Iowa, 50010, United States",42.04636033868131,-93.64309678083308,2.204815031831715,50010.0,19169000100.0,82985.0,0.0,2697.0
1875,1875,914474020,1491,209000,20,RL,70.0,9116,Pave,Mitchel,Norm,Norm,1Fam,1Story,8,5,2001,2001,1491.0,1491.0,1491,0,3,Gd,7,0,490.0,0,5,2006,2.0,220,3001 SAPPHIRE CIR,"3001 SAPPHIRE CIR, Ames, IA","3001, Sapphire Circle, Ames, Story County, Iowa, 50010, United States",41.995862,-93.60378,4.922477638985287,50010.0,19169001302.0,59234.0,0.0,2982.0
1876,1876,534129040,1829,218500,20,RL,,10456,Pave,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,1323.0,1829.0,1829,0,4,TA,8,0,535.0,0,5,2010,3.0,76,2522 PIERCE AVE,"2522 PIERCE AVE, Ames, IA","2522, Pierce Avenue, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.0463123234812,-93.63316447180974,2.4438770548770408,50010.0,19169000300.0,60500.0,506.0,3658.0
1877,1877,535353060,1210,102900,20,RL,75.0,9533,Pave,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,0.0,0.0,1210,0,2,TA,7,0,616.0,0,8,2009,1.5,308,1317 WILSON AVE,"1317 WILSON AVE, Ames, IA","1317, Wilson Avenue, Ames, Story County, Iowa, 50010, United States",42.03478934093556,-93.61864088968365,2.4713358490269486,50010.0,19169000200.0,52375.0,0.0,1210.0
1878,1878,534475250,1691,175000,20,RL,90.0,9900,Pave,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,507.0,1680.0,1691,0,2,TA,5,0,550.0,0,4,2009,2.0,327,1428 NORTHWESTERN AVE,"1428 NORTHWESTERN AVE, Ames, IA","1428, Northwestern Avenue, Ames, Story County, Iowa, 50010, United States",42.03618790180763,-93.62564954791496,2.020207795816348,50010.0,19169000400.0,61991.0,1173.0,3371.0
1879,1879,527425025,914,128000,20,RL,,17199,Pave,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,600.0,914.0,914,0,2,TA,4,0,270.0,0,7,2007,1.0,140,1012 TOP O HOLLOW RD,"1012 TOP O HOLLOW RD, Ames, IA","1012, Top-O-Hollow Road, Ames, Story County, Iowa, 50010, United States",42.05655151182624,-93.62525282874702,3.7557193563106814,50010.0,19169000300.0,60500.0,314.0,1828.0
1880,1880,902205140,901,107900,20,RM,50.0,6000,Pave,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,901.0,901.0,901,0,2,TA,4,0,281.0,0,8,2008,1.0,0,1130 STAFFORD AVE,"1130 STAFFORD AVE, Ames, IA","1130, Stafford Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",42.03242908163266,-93.6076953877551,3.2688098080254373,50010.0,19169000900.0,37028.0,0.0,1802.0
1881,1881,906475200,1533,280000,20,RL,62.0,70761,Pave,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,878.0,1533.0,1533,0,2,Gd,5,2,576.0,0,12,2006,3.0,254,4927 WESTBEND DR,"4927 WESTBEND DR, Ames, IA","4927, Westbend Drive, Westwood, Ames, Story County, Iowa, 50014, United States",42.02452050910066,-93.6840621935039,3.113089738278713,50014.0,19169000600.0,60833.0,655.0,3066.0
1882,1882,909251090,2555,191000,70,RL,79.0,11526,Pave,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,588.0,588.0,1423,748,3,TA,11,1,672.0,0,9,2008,2.0,431,515 LYNN AVE,"515 LYNN AVE, Ames, IA","515, Lynn Avenue, Richardson Court, Ames, Story County, Iowa, 50014, United States",42.017746571428574,-93.64647528571427,0.995890460660733,50014.0,19169001100.0,20878.0,0.0,2759.0
1883,1883,535155110,1056,139400,20,RL,80.0,9250,Pave,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,108.0,1056.0,1056,0,3,TA,6,0,260.0,0,7,2007,1.5,390,425 20TH ST,"425 20TH ST, Ames, IA","425, 20th Street, Ames, Story County, Iowa, 50010, United States",42.04215446938776,-93.61633851020407,3.0272099021712893,50010.0,19169000200.0,52375.0,948.0,2112.0
1884,1884,527403310,1422,155000,20,RL,63.0,9457,Pave,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,359.0,925.0,1422,0,3,TA,7,0,576.0,0,9,2007,2.0,252,1413 WHEELER ST,"1413 WHEELER ST, Ames, IA","1413, Wheeler Street, Glenview Heights, Ames, Story County, Iowa, 50010, United States",42.0534156445612,-93.62931575139147,3.2932354131858035,50010.0,19169000300.0,60500.0,566.0,2347.0
1885,1885,527162080,1553,178750,60,RL,63.0,7875,Pave,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,277.0,691.0,691,862,3,Gd,6,0,420.0,0,8,2007,2.5,44,3813 EISENHOWER AVE,"3813 EISENHOWER AVE, Ames, IA","3813, Eisenhower Avenue, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.05895301716578,-93.63811869682137,3.653691569231057,50010.0,19169000100.0,82985.0,414.0,2244.0
1886,1886,905325030,1524,260000,40,RL,,23595,Pave,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,74.0,1332.0,1332,192,0,Gd,4,1,586.0,0,4,2010,2.5,268,3721 WOODLAND ST,"3721 WOODLAND ST, Ames, IA","3721, Woodland Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.02656209572818,-93.6690269909767,1.8613619624624296,50014.0,19169000700.0,21333.0,1258.0,2856.0
1887,1887,533253160,1226,170000,120,RL,40.0,3876,Pave,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,48.0,1226.0,1226,0,1,Gd,4,1,484.0,0,7,2006,2.0,193,2056 PINEHURST DR,"2056 PINEHURST DR, Ames, IA","2056, Pinehurst Drive, Schilletter-University Village, Ames, Story County, Iowa, 50010, United States",42.043463213483925,-93.64916910893866,1.8775628693858988,50010.0,19169000100.0,82985.0,1178.0,2452.0
1888,1888,907125120,990,126000,20,RL,65.0,8775,Pave,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,495.0,990.0,990,0,3,TA,5,0,299.0,0,4,2007,1.0,64,5423 NORRIS ST,"5423 NORRIS ST, Ames, IA","5423, Norris Street, Bentwood, Ames, Story County, Iowa, 50014, United States",42.0213336540556,-93.69223928523525,3.826221605678325,50014.0,19169001301.0,33311.0,495.0,1980.0
1889,1889,903457040,2180,161000,50,RM,60.0,10320,Pave,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,1950,763.0,1138.0,1138,1042,3,TA,7,1,720.0,0,5,2007,1.5,170,1212 N 2ND ST,"1212 N 2ND ST, Ames, IA","1212, North 2nd Street, Iowa Department of Transportation, Ames, Story County, Iowa, 50010, United States",42.0239428367347,-93.62711895918366,1.63049792163047,50010.0,,,375.0,3318.0
1890,1890,902325160,1440,79000,50,RM,63.0,5000,Pave,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,540.0,540.0,889,551,3,TA,6,0,352.0,0,4,2006,1.0,77,828 BURNETT AVE,"828 BURNETT AVE, Ames, IA","828, Burnett Avenue, Downtown, Ames, Story County, Iowa, 50010, United States",42.02933328571429,-93.615331,2.591893889696712,50010.0,19169000900.0,37028.0,0.0,1980.0
1891,1891,528235050,1509,183200,60,RL,,7861,Pave,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,326.0,783.0,807,702,3,Gd,7,1,393.0,0,6,2006,3.5,175,3915 BRICKMAN AVE,"3915 BRICKMAN AVE, Ames, IA","3915, Brickman Avenue, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.06039105535776,-93.6426143572054,3.7611706597113783,50010.0,19169000100.0,82985.0,457.0,2292.0
1892,1892,528478040,1958,250000,60,FV,85.0,10625,Pave,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,1026.0,1026.0,1026,932,3,Gd,9,1,936.0,0,7,2008,2.5,364,2413 KINGSTON DR,"2413 KINGSTON DR, Ames, IA","2413, Kingston Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.05226586515384,-93.64050502672988,2.8864881977257504,50010.0,19169000100.0,82985.0,0.0,2984.0
1893,1893,528240040,1456,176000,60,RL,51.0,8029,Pave,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,728.0,728.0,728,728,3,Gd,8,0,400.0,0,7,2008,2.5,124,4003 WESTLAWN DR,"4003 WESTLAWN DR, Ames, IA","4003, Westlawn Drive, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.06110342847591,-93.641526,3.8486815004403416,50010.0,19169000100.0,82985.0,0.0,2184.0
1894,1894,528178090,2690,370000,60,RL,112.0,16451,Pave,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,1765.0,1765.0,1804,886,4,Gd,9,1,795.0,0,7,2008,2.5,326,3210 FOXLEY DR,"3210 FOXLEY DR, Ames, IA","3210, Foxley Drive, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.05866432653061,-93.6550911020408,3.625520105444492,50010.0,19169000100.0,82985.0,0.0,4455.0
1895,1895,923277080,845,134500,20,RL,60.0,6600,Pave,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,207.0,845.0,845,0,3,Gd,6,0,264.0,0,7,2008,1.0,0,3917 VIOLA MAE AVE,"3917 VIOLA MAE AVE, Ames, IA","3917, Viola Mae Avenue, Ames, Story County, Iowa, 50010, United States",41.98724084507599,-93.60392378579724,5.625540039926571,50010.0,19169001302.0,59234.0,638.0,1690.0
1896,1896,903235010,1362,128000,70,RM,60.0,6155,Pave,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,611.0,611.0,751,611,3,TA,6,0,502.0,0,6,2008,2.0,84,1020 10TH ST,"1020 10TH ST, Ames, IA","1020, 10th Street, Ames, Story County, Iowa, 50010, United States",42.03118511908954,-93.62386536688874,1.9355223484293969,50010.0,19169000900.0,37028.0,0.0,1973.0
1897,1897,923275010,1178,135000,20,RL,,11000,Pave,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,0.0,1090.0,1178,0,3,TA,6,0,502.0,0,6,2007,2.5,132,500 GARDEN RD,"500 GARDEN RD, Ames, IA","500, Garden Road, Ames, Story County, Iowa, 50010, United States",41.98989992815509,-93.605575322611,5.309931131280733,50010.0,19169001302.0,59234.0,1090.0,2268.0
1898,1898,528439060,1432,245000,20,RL,76.0,9139,Pave,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,1043.0,1422.0,1432,0,3,Gd,7,1,492.0,0,9,2009,2.0,347,2523 YORKSHIRE ST,"2523 YORKSHIRE ST, Ames, IA","2523, Yorkshire Street, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.05319491137076,-93.64441004293738,2.9520773792322537,50010.0,19169000100.0,82985.0,379.0,2854.0
1899,1899,907290140,848,131500,120,RM,36.0,4435,Pave,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,189.0,848.0,848,0,1,Gd,3,0,420.0,0,11,2007,2.0,140,4617 TWAIN ST,"4617 TWAIN ST, Ames, IA","4617, Twain Street, Longview, Ames, Story County, Iowa, 50014, United States",42.01628495599104,-93.68113037450748,3.0871753195911014,50014.0,19169001301.0,33311.0,659.0,1696.0
1900,1900,535126100,1392,110000,20,RL,120.0,13560,Pave,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,1392.0,1392.0,1392,0,2,TA,5,2,576.0,0,7,2009,2.0,240,2407 DUFF AVE,"2407 DUFF AVE, Ames, IA","2407, Duff Avenue, Ames, Story County, Iowa, 50010, United States",42.04590928286497,-93.6142550156629,3.414868088396068,50010.0,19169000200.0,52375.0,0.0,2784.0
1901,1901,535325320,1540,115000,50,RL,55.0,7150,Pave,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,1040.0,1190.0,1040,500,4,Fa,7,0,352.0,0,8,2007,2.0,0,211 16TH ST,"211 16TH ST, Ames, IA","211, 16th Street, Ames, Story County, Iowa, 50010, United States",42.038378,-93.61261990196078,3.085800878543268,50010.0,19169000200.0,52375.0,150.0,2730.0
1902,1902,527226010,2320,169000,60,RL,,14762,Pave,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,0.0,0.0,1547,720,2,TA,7,1,672.0,0,5,2006,2.0,264,3906 DAWES DR,"3906 DAWES DR, Ames, IA","3906, Dawes Drive, Ames, Story County, Iowa, 50010, United States",42.05926630702864,-93.62217083904108,4.142489789821398,50010.0,19169000100.0,82985.0,0.0,2267.0
